molecule_id,reason
testcase-1395,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 7"
testcase-1400,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 7 8"
testcase-1408,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 4 5 6 11 12"
testcase-1409,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 4 5 6 11 12"
testcase-142,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 7 8 9 10 11 12"
testcase-1425,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 7"
testcase-1426,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 10"
testcase-1429,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 7"
testcase-1430,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 1 2 3 4 5"
testcase-1431,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 4"
testcase-1437,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 3 4 5 6"
testcase-1448,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 1 2 3 4 6"
testcase-1449,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 4"
testcase-145,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 5 6 7 8 9"
testcase-1457,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 7 8"
testcase-1459,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 4"
testcase-1460,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 3 4 5 9"
testcase-1461,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 3 4 5 9"
testcase-1473,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 5 6"
testcase-1474,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 10 11"
testcase-1484,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 7 8"
testcase-1489,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 8"
testcase-1490,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 3 4 5 7"
testcase-1491,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 1 2 3 4 5"
testcase-1492,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 1 2 3 4 5"
testcase-1501,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 1 2 3 7 8"
testcase-1511,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 3 4 5 10"
testcase-1512,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 3 4 5 10"
testcase-1513,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 9"
testcase-1515,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 1 2 3 4 5"
testcase-1516,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 4"
testcase-1518,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 1 2 3 4 5"
testcase-1522,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 5 6 7 8 10"
testcase-1523,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 5 6 7 8 10"
testcase-1532,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 3 4 5 6"
testcase-1533,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 1 2 3 7 8"
testcase-1534,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 5 6 7 8 9"
testcase-1536,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 7 8"
testcase-1539,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 7 8"
testcase-1540,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 3 4 5 6"
testcase-1541,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 4"
testcase-1542,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 3 4 5 6"
testcase-1543,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 7 8"
testcase-1544,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 7 8"
testcase-1545,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 3 4 5 6"
testcase-1546,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 3 4 5 6"
testcase-1554,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 7"
testcase-1558,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 7 9"
testcase-1559,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 7 9"
testcase-1560,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 3 4 5 6"
testcase-1561,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 5"
testcase-1562,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 4"
testcase-1565,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 7 8 9 10 11"
testcase-1571,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 5 6 7 8 9"
testcase-1572,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 3 4 5 6 7 10 11 12"
testcase-1573,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 4 9 12 13 14"
testcase-1577,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 7 8"
testcase-1578,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 7"
testcase-1579,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 15"
testcase-1581,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 7"
testcase-1582,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 5 6 7 8 9"
testcase-1583,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 5 6 7 8 9"
testcase-1592,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 9"
testcase-1606,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 5 6 7 8 9"
testcase-1619,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 7 8"
testcase-1620,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 8 9"
testcase-1627,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 7 8"
testcase-165,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 12"
testcase-1650,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 1 2 3 4 5 6 11 12 13"
testcase-1659,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 7 8"
testcase-1660,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 7 8"
testcase-1671,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 7 8"
testcase-1680,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 3 4 5 6"
testcase-1681,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 9"
testcase-1682,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 4"
testcase-1686,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 7 8"
testcase-1687,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 7 8"
testcase-1702,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 6 7 8 10 11"
testcase-1703,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 3 4 6 7"
testcase-1705,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 7 8"
testcase-1706,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 3 7"
testcase-1707,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 7"
testcase-1708,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 8"
testcase-1713,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 7"
testcase-1714,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 7"
testcase-1715,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 8 9"
testcase-1716,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 8 9"
testcase-1717,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 11"
testcase-1718,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 11"
testcase-1719,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 5 6 7 8 9"
testcase-1720,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 7"
testcase-1721,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 6 7"
testcase-1722,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 6 7"
testcase-1729,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 7 8 9 10 11 12 13 14 15"
testcase-1730,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 3 4 5 6 7 8 9 10"
testcase-1732,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 7"
testcase-1733,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 3 4 5 6"
testcase-1734,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 4"
testcase-1741,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 7"
testcase-1742,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 6"
testcase-1743,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 7"
testcase-1744,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 7 8"
testcase-1757,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 5 6 7 8 10"
testcase-1758,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 5 6 7 8 10"
testcase-1774,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 7 8"
testcase-1775,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 7 8"
testcase-1777,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 7 8 9 10 11"
testcase-1779,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 5 6 7 8 9"
testcase-1780,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 13"
testcase-1781,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 13"
testcase-1782,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 3 4 5 6"
testcase-1783,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 7 8"
testcase-1784,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 7 8"
testcase-1793,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 7 8"
testcase-1794,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 3 4 5 6"
testcase-1795,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 3 4 5 6"
testcase-1796,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 7 8"
testcase-1797,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 7"
testcase-1798,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 7"
testcase-1812,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 5 6 7 8 9"
testcase-1814,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 7"
testcase-182,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 10 11 12 13 14"
testcase-1833,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 7 8"
testcase-1834,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 7 8"
testcase-1835,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 10 11"
testcase-1841,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 3 4 5 6"
testcase-1842,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 8"
testcase-1843,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 9"
testcase-1851,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 6 7 8 9 10 11 12 13 14"
testcase-1858,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 7"
testcase-1868,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 8 9"
testcase-1876,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 8"
testcase-1877,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 8"
testcase-1900,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 6 7 8 9 10"
testcase-1901,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 6 7 8"
testcase-1909,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 3 4 5 8"
testcase-1910,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 10"
testcase-1936,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 6 7 8 9 10"
testcase-1949,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 7 8"
testcase-1954,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 3 4 5 6"
testcase-1956,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 4"
testcase-1961,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 7 8"
testcase-1981,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 7"
testcase-1993,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 6 7 8 9 10"
testcase-1994,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 3 4 5 6"
testcase-2002,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 1 2 3 4 5"
testcase-2003,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 4"
testcase-2008,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 8"
testcase-2009,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 10"
testcase-2010,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 10"
testcase-2012,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 3 5 6 7"
testcase-2015,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 4"
testcase-2016,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 7"
testcase-2040,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 3 4 5 6"
testcase-2041,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 13"
testcase-2047,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 7"
testcase-2058,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 5 6"
testcase-2059,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 6 7 8 9 11"
testcase-2062,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 6 8"
testcase-2063,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 11 12"
testcase-2079,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 3 4 5 6"
testcase-2085,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 7 8 9 10 11"
testcase-2087,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 7 8 9 10 11"
testcase-2092,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 7 8"
testcase-2097,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 3 4 5 6"
testcase-2098,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 3 4 5 6"
testcase-2099,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 8 9"
testcase-210,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 11 12"
testcase-2103,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 5 6 7 8 9"
testcase-2104,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 6 7"
testcase-2110,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 3 4 5 6 7 8 9 10"
testcase-2112,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 10 11 12"
testcase-2115,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 1 2 3 4 5"
testcase-2116,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 4"
testcase-2119,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 7"
testcase-2139,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 7 9"
testcase-215,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 5 11"
testcase-2153,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 10"
testcase-2160,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 3 4 5 7"
testcase-2166,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 8"
testcase-2167,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 5 6"
testcase-217,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 6 7 8 9 10"
testcase-2170,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 10"
testcase-2184,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 4 5"
testcase-2186,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 7"
testcase-2187,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 7"
testcase-2190,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 1 2 3 4 6"
testcase-2195,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 5 6 7 8 9"
testcase-2208,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 7"
testcase-2209,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 15"
testcase-2215,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 3 4 5 6"
testcase-2218,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 4"
testcase-2219,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 4"
testcase-2220,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 7"
testcase-2221,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 7"
testcase-2227,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 1 2 3 8 9"
testcase-2235,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 4"
testcase-2236,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 4"
testcase-2237,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 4"
testcase-2246,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 1 2 5 10"
testcase-2247,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 1 2 9 12"
testcase-2248,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 6 7 8 9 10"
testcase-2252,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 7 8"
testcase-2260,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 5 6 7 8 9"
testcase-2261,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 6 7 8 9 10"
testcase-2262,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 1 2 3 4 8"
testcase-2263,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 1 2 3 4 8"
testcase-2268,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 7 8 9 10 11 12"
testcase-2298,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 3 4 5 6"
testcase-2299,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 5 6 7 8 9"
testcase-2300,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 5 6 7 8 9"
testcase-2301,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 3 4 5 6"
testcase-2302,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 7"
testcase-2307,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 1 2 3 4 5"
testcase-2308,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 4"
testcase-231,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 7 8"
testcase-2310,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 5 6 7 8 9"
testcase-2311,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 7 8"
testcase-2317,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 5 6 7 8 9"
testcase-2318,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 5 6 7 8 9"
testcase-2319,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 7"
testcase-2320,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 7"
testcase-2336,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 3 4 5 6"
testcase-2337,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 3 4 5 6"
testcase-2338,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 5 6 7 8 9"
testcase-2339,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 7 8"
testcase-2340,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 7"
testcase-2341,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 4"
testcase-2343,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 7 8"
testcase-2344,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 7 8"
testcase-2345,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 13 14"
testcase-2346,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 13 14"
testcase-2347,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 8"
testcase-2349,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 6 7 8 9 11"
testcase-2350,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 8 9 10 11 12 13 14 15 16"
testcase-2358,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 7 8"
testcase-2359,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 3 4 5 6"
testcase-2369,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 5 6 7 8 9"
testcase-2372,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 7 8"
testcase-2378,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 9 10"
testcase-2379,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 9 10"
testcase-2380,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 9 12"
testcase-2381,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 5 9"
testcase-2390,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 3 4 5 6"
testcase-2391,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 1 2 3 4 5"
testcase-2392,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 4"
testcase-2416,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 6 7 8 9 10"
testcase-2429,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 7"
testcase-2430,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 7 8 9 10 11"
testcase-2436,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 7"
testcase-2442,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 3 4 5 6"
testcase-2459,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 8"
testcase-2461,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 8 9"
testcase-2465,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 7"
testcase-2467,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 7 8"
testcase-2481,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 5 6 7 8 9"
testcase-2482,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 5 6 7 8 9"
testcase-2483,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 7 8"
testcase-2486,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 7"
testcase-2501,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 3 4 5 6 7 8 9 12"
testcase-2502,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 1 2 3 4 5"
testcase-2511,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 5 6 7 8 9"
testcase-2512,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 5 6 7 8 9"
testcase-2513,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 7 8 9 10 12"
testcase-2518,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 7 8 9 10 11"
testcase-2525,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 1 2 3 6 7"
testcase-2538,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 1 2 3 4 5"
testcase-2539,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 4"
testcase-2545,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 7 8 9 10 11"
testcase-2550,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 1 2 3 4 5"
testcase-2551,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 7 8 9 10 11 12"
testcase-2552,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 7 8 9 10 11 12"
testcase-2587,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 3 4 5 6 7 13 14 15"
testcase-2632,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 7 8"
testcase-2633,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 6 7"
testcase-2674,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 7"
testcase-27,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 1 2 3 4 14"
testcase-2742,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 5 6 7 8 9"
testcase-2753,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 9 10 11 12 13"
testcase-2765,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 1 2 3 4 5"
testcase-2766,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 0 1 2 3 4"
testcase-2771,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 1 2 3 4 5"
testcase-2772,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 3 4 5 6"
testcase-2773,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 2 3 4 5 6"
testcase-2790,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 6 7"
testcase-2798,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 7 8"
testcase-2799,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 3 4 5 9 10"
testcase-2803,"KekulizeException: Can't kekulize mol.  Unkekulized atoms: 4 5 6 7 8"
